Timestamp,Temperature,CPU Usage,RAM Usage,Storage Usage
2023-09-26 18:01:24,62.0,35.04076086956522,54.97228704206268,7.0
2023-12-28 10:34:13,57.0,25.925343564263027,52.27745444893011,7.0
2023-12-28 10:39:13,60.0,15.408625295407653,52.49654330867758,7.0
2023-12-28 10:43:57,60.0,15.296413285443858,52.86340819859831,7.0
2023-12-28 10:48:58,55.0,13.196151122589244,53.45887032554306,3.0
2023-12-28 10:53:58,62.0,13.073808055726833,53.52899460795771,3.0
2023-12-28 10:58:58,55.0,11.327435841156678,53.5404838971669,3.0
2023-12-28 11:03:58,62.0,10.790099816372171,53.53850298523428,3.0
2023-12-28 11:08:58,56.0,11.92134815071048,53.54682281535128,3.0
2023-12-28 11:13:58,62.0,10.86372364400288,53.634379122772955,3.0
2023-12-28 11:18:58,56.0,11.993248171379749,53.66409280176222,3.0
2023-12-28 11:23:58,61.0,11.116323590375927,53.70291867564152,3.0
2023-12-28 11:28:58,59.0,10.385205164602063,53.69142938643235,3.0
2023-12-28 11:33:59,57.0,10.870609482434082,53.69974921654933,3.0
2023-12-28 11:38:59,61.0,10.660420563781061,53.7397636375882,3.0
2023-12-28 11:43:59,61.0,10.57916461468511,53.67875155006359,3.0
2023-12-28 11:48:59,55.0,10.849392844190438,53.74531019099953,3.0
2023-12-28 11:53:59,65.0,10.522960278362877,53.76155366884699,3.0
2023-12-28 11:58:59,56.0,11.125844316080817,53.7702696813505,3.0
2023-12-28 12:03:59,62.0,10.672755689372087,53.76591167509874,3.0
2023-12-28 12:08:59,56.0,11.269409102958903,53.75521475066262,3.0
2023-12-28 12:13:59,60.0,10.849467812290097,53.78175897055969,3.0
2023-12-28 12:18:59,61.0,10.551545303761257,53.883181661509695,3.0
2023-12-28 12:23:59,56.0,10.938090690134489,53.81345356148156,3.0
2023-12-28 12:28:59,62.0,10.598706485254564,53.88952057969407,3.0
2023-12-28 12:34:00,56.0,10.719752117320109,53.82692376262336,3.0
2023-12-28 12:39:00,62.0,10.405405318744377,53.86614581888919,3.0
2023-12-28 12:44:00,56.0,10.659958192973084,53.81503829102766,3.0
2023-12-28 12:49:00,63.0,10.419053126275736,53.85029852342824,3.0
2023-12-28 12:54:00,56.0,10.766986034543482,53.77542005237531,3.0
2023-12-28 12:59:00,60.0,10.479231734986259,53.843959605243874,3.0
2023-12-28 13:04:00,61.0,10.413452741821422,53.838016869446015,3.0
2023-09-26 18:01:25,63.0,33.72016352367137,52.51476769845767,2.0
2023-09-26 18:01:25,64.0,35.46968687541639,54.25717783438784,2.0
2023-12-28 13:11:01,59.0,9.592610323259116,52.44503959842953,2.0
2023-12-28 13:16:01,55.0,6.9835880022637244,52.59202326382974,2.0
2023-12-28 13:21:01,64.0,5.514627811627109,52.70097342012369,2.0
2023-12-28 13:26:01,57.0,4.810287673060542,52.74891148889302,2.0
2023-12-28 13:31:01,56.0,4.279448921031682,52.713255074105916,2.0
2023-12-28 13:36:01,56.0,3.9218197089236786,52.7536656775313,2.0
2023-12-28 13:41:01,56.0,3.656141553996134,52.80873502925807,2.0
2023-12-28 13:46:01,56.0,3.454270440512204,52.84161816733952,2.0
2023-12-28 13:51:01,56.0,3.3090800818213078,52.83884489063385,2.0
2023-12-28 13:56:01,56.0,3.1787064286615867,52.89985697815847,2.0
2023-12-28 14:01:02,57.0,3.2333664499605246,52.88400968269753,2.0
2023-12-28 14:06:02,57.0,3.119828238614155,52.943437040676045,2.0
2023-12-28 14:11:02,57.0,3.1770468411572557,52.93630575771863,2.0
2023-12-28 14:16:02,57.0,3.1325991409330887,52.938286669651234,2.0
2023-12-28 14:21:02,57.0,3.1332949828338066,52.90302643725065,2.0
2023-12-28 14:26:02,57.0,3.0918118635445824,53.011184228771555,2.0
2023-12-28 14:31:02,57.0,3.0531301438339598,52.91926991509811,2.0
2023-12-28 14:36:02,57.0,3.1035903573339447,53.01910787650203,2.0
2023-12-28 14:41:02,57.0,3.078834029241278,52.97948963784969,2.0
2023-12-28 14:46:02,57.0,3.0741750728363577,52.994940750924094,2.0
2023-12-28 14:51:02,57.0,3.057047305829621,52.94898359408737,2.0
2023-12-28 14:56:03,57.0,3.0256190348948597,52.967207983867446,2.0
2023-12-28 15:01:03,57.0,3.000030773630981,52.93313629862644,2.0
2023-12-28 15:06:03,57.0,2.982588296362248,52.95373778272565,2.0
2023-12-28 15:11:03,57.0,2.954421054139511,52.891933330427996,2.0
2023-12-28 15:16:03,57.0,2.921263646767387,52.95294541795261,2.0
2023-12-28 15:21:03,57.0,2.8940179701267237,52.95294541795261,2.0
2023-12-28 15:26:03,57.0,2.869049546246655,53.017919329342455,2.0
2023-12-28 15:31:03,57.0,2.8435229063163887,52.932740116239906,2.0
2023-12-28 15:36:03,57.0,2.820677653825596,52.985432373647534,2.0
2023-12-28 15:41:03,57.0,2.800916116903314,52.99295983899148,2.0
2023-12-28 15:46:03,57.0,2.778314698004515,53.06704594527136,2.0
2023-12-28 15:51:03,57.0,2.761115602263541,52.98979037989929,2.0
2023-12-28 15:56:03,57.0,2.7417213541270744,53.052387196969995,2.0
2023-12-28 16:01:04,57.0,2.724717615539757,52.97711254353054,2.0
2023-12-28 16:06:04,57.0,2.708568532556051,52.96998126057312,2.0
2023-12-28 16:11:04,57.0,2.703483576446577,52.936701940105145,2.0
2023-12-28 16:16:04,57.0,2.695798109847245,52.99612929808366,2.0
2023-12-28 16:21:04,57.0,2.6922774299322394,52.948191229314325,2.0
2023-12-28 16:26:04,57.0,2.686532005132412,52.97711254353054,2.0
2023-12-28 16:31:04,57.0,2.6808672737319754,52.96760416625398,2.0
2023-12-28 16:36:04,57.0,2.6753478347277033,53.00326058104109,2.0
2023-12-28 16:41:04,57.0,2.670342622510207,52.96086906568308,2.0
2023-12-28 16:46:04,57.0,2.665038616291104,53.01712696456941,2.0
2023-12-28 16:51:04,57.0,2.660400940970675,52.9628499776157,2.0
2023-12-28 16:56:04,57.0,2.6552267588124163,53.0710077691366,2.0
2023-12-28 17:01:05,57.0,2.651008033110367,52.998902574789334,2.0
2023-12-28 17:06:05,57.0,2.6464599472340984,53.04684064355867,2.0
2023-12-28 17:11:05,57.0,2.6440274486138353,52.96998126057312,2.0
2023-12-28 17:16:05,57.0,2.6439836333638667,53.092401618008864,2.0
2023-12-28 17:21:05,57.0,2.6417494163749904,52.982659096941866,2.0
2023-12-28 17:26:05,57.0,2.6317026160967196,53.03614371912253,2.0
2023-12-28 17:31:05,58.0,2.6248815784918214,53.014353687863746,2.0
2023-12-28 17:36:05,58.0,2.6239789385981482,53.05278337935652,2.0
2023-12-28 17:41:05,58.0,2.615328407263559,52.97077362534617,2.0
2023-12-28 17:46:05,58.0,2.606322539359464,53.03376662480339,2.0
2023-12-28 17:51:05,58.0,2.6188822073044777,53.06229175663309,2.0
2023-12-28 17:56:06,58.0,2.611692508439047,53.02386206514031,2.0
2023-12-28 18:01:06,58.0,2.6062705807693742,47.100539204228056,2.0
2023-09-26 18:01:25,63.0,34.3000773395205,52.505655503567624,2.0
2023-12-28 18:06:41,60.0,9.63966859230112,52.80873502925807,2.0
2023-12-28 18:11:41,59.0,6.155873341794459,52.994940750924094,2.0
2023-12-28 18:16:41,58.0,4.95125803289402,53.00127966910847,2.0
2023-12-28 18:21:41,58.0,4.924867594531347,53.07496959300183,2.0
2023-12-28 18:26:41,58.0,4.434358577288677,53.09794817142019,2.0
2023-12-28 18:31:41,58.0,4.095452325429418,53.15856407655828,2.0
2023-12-28 18:36:41,58.0,4.111764990711445,53.12449239131727,2.0
2023-12-28 18:41:41,58.0,3.944471801407757,53.171638095313554,2.0
2023-12-28 18:46:41,58.0,3.7791227421073845,53.16014880610438,2.0
2023-12-28 18:51:41,59.0,4.4030479834421525,53.219972346469426,2.0
2023-12-28 18:56:42,58.0,4.239514312168435,53.28256916354013,2.0
2023-12-28 19:01:42,58.0,4.087947680022791,53.32496067889814,2.0
2023-12-28 19:06:42,60.0,4.811448581123276,53.28336152831318,2.0
2023-12-28 19:11:42,59.0,4.8764863104622735,53.35190108118173,2.0
2023-12-28 19:16:42,58.0,4.708930946903449,53.31505611923505,2.0
2023-12-28 19:21:42,60.0,5.293628265089598,53.36774837664267,2.0
2023-12-28 19:26:42,59.0,5.326567668544352,53.31941412548681,2.0
2023-12-28 19:31:42,60.0,5.57702556789055,53.35744763459306,2.0
2023-12-28 19:36:42,59.0,5.444687716214897,53.29485081752235,2.0
2023-12-28 19:41:42,58.0,5.288823593743698,53.32813013799033,2.0
2023-12-28 19:46:42,58.0,5.1543010603617985,53.322583584579,2.0
2023-12-28 19:51:42,58.0,5.0275355780542785,53.42123299882334,2.0
2023-12-28 19:56:43,58.0,4.912124061340411,53.38161476017099,2.0
2023-12-28 20:01:43,58.0,4.804631642017928,53.36735219425614,2.0
2023-12-28 20:06:43,58.0,4.717174595649824,53.39310404938017,2.0
2023-12-28 20:11:43,58.0,4.630064478167348,53.41925208689072,2.0
2023-12-28 20:16:43,58.0,4.549448530205203,53.38755749596884,2.0
2023-12-28 20:21:43,58.0,4.476729752349918,53.42955282894033,2.0
2023-12-28 20:26:43,57.0,4.412362515588648,53.383991854490134,2.0
2023-12-28 20:31:43,57.0,4.347397722573609,53.42677955223467,2.0
2023-12-28 20:36:43,60.0,4.4175884860674195,53.41964826927724,2.0
2023-12-28 20:41:43,58.0,4.7900964722260175,53.43985357098994,2.0
2023-12-28 20:46:43,57.0,4.724468857148337,53.41925208689072,2.0
2023-12-28 20:51:43,59.0,5.154226097042884,53.42123299882334,2.0
2023-12-28 20:56:43,58.0,5.082378526025761,53.39548114369931,2.0
2023-12-28 21:01:44,59.0,5.405386648949903,53.442230665309076,2.0
2023-12-28 21:06:44,60.0,5.364304715034747,53.420440634050294,2.0
2023-12-28 21:11:44,59.0,5.669346598418342,53.45213522497217,2.0
2023-12-28 21:16:44,58.0,5.587313763860595,53.41410171586591,2.0
2023-12-28 21:21:44,61.0,5.957802491069856,53.448173401106935,2.0
2023-12-28 21:26:44,59.0,5.94502303269273,53.40736661529502,2.0
2023-12-28 21:31:44,61.0,6.0404403014676715,53.45332377213173,2.0
2023-12-28 21:36:44,59.0,6.185076898398954,53.40459333858936,2.0
2023-12-28 21:41:44,58.0,6.103377850935612,53.482245086347945,2.0
2023-12-28 21:46:44,60.0,6.417754910449565,53.403404791429786,2.0
2023-12-28 21:51:44,59.0,6.333657037523485,53.51750531874854,2.0
2023-12-28 21:56:44,60.0,6.34542394056515,53.44698485394736,2.0
2023-12-28 22:01:45,59.0,6.570461527780188,53.45451231929131,2.0
2023-12-28 22:06:45,59.0,6.4866775849552765,53.43826884144385,2.0
2023-12-28 22:11:45,59.0,6.781893196157042,53.46124741986221,2.0
2023-12-28 22:16:45,59.0,6.687519528109364,53.482245086347945,2.0
2023-12-28 22:21:45,60.0,6.911222891185827,53.47432143861748,2.0
2023-12-28 22:26:45,59.0,6.857766936770888,53.494922922716704,2.0
2023-12-28 22:31:45,61.0,6.889741412582015,53.48898018691885,2.0
2023-12-28 22:36:45,59.0,7.003737222364882,53.40261242665674,2.0
2023-12-28 22:41:45,60.0,7.050578723849032,53.522655689773345,2.0
2023-12-28 22:46:45,59.0,7.106957066200092,53.4695672499792,2.0
2023-12-28 22:51:45,60.0,7.090522763329184,53.48105653918837,2.0
2023-12-28 22:56:45,59.0,7.147528924406051,53.4255910050751,2.0
2023-12-28 23:01:46,58.0,7.060835409907895,53.49175346362451,2.0
2023-12-28 23:06:46,60.0,7.112766638503801,53.39627350847236,2.0
2023-12-28 23:11:46,58.0,7.092830605989059,53.46917106759268,2.0
2023-12-28 23:16:46,59.0,7.086747618700219,53.444211577241695,2.0
2023-12-28 23:21:46,58.0,7.016300145081053,53.51750531874854,2.0
2023-12-28 23:26:46,58.0,6.959681997115201,53.46243596702178,2.0
2023-12-28 23:31:46,57.0,6.891137070290632,53.52820224318467,2.0
2023-12-28 23:36:46,57.0,6.836424472377978,53.449758130653024,2.0
2023-12-28 23:41:46,58.0,6.775446155809166,53.55236936876261,2.0
2023-12-28 23:46:46,57.0,6.7154601659612565,53.443419212468655,2.0
2023-12-28 23:51:47,58.0,6.6832689492302215,53.51195876533721,2.0
2023-12-28 23:56:47,57.0,6.641940190868306,53.47273670907139,2.0
2023-12-29 00:01:47,59.0,6.701891985757061,53.45173904258564,2.0
2023-12-29 00:06:47,60.0,6.674297060275423,53.44500394201474,2.0
2023-12-29 00:11:47,58.0,6.716323670880995,53.50799694147198,2.0
2023-12-29 00:16:47,60.0,6.814026023320935,53.42796809939424,2.0
2023-12-29 00:21:47,59.0,6.8964139297470295,53.52780606079814,2.0
2023-12-29 00:26:47,59.0,6.929755850934091,53.41132843916026,2.0
2023-12-29 00:31:47,58.0,6.884098238485937,53.518693865908105,2.0
2023-12-29 00:36:47,58.0,6.826627502527849,53.48581072782667,2.0
2023-12-29 00:41:48,58.0,6.769745530031219,53.54088007955342,2.0
2023-12-29 00:46:48,60.0,6.893543278731955,53.43708029428428,2.0
